Source,Target,Type,Id,Label,Weight
4291,6463,Directed,30129,,1
3936,6463,Directed,28620,,1
2938,6463,Directed,23867,,1
2677,6463,Directed,21960,,1
2483,6463,Directed,20594,,1
1773,6463,Directed,14875,,1
166,6463,Directed,1831,,1
5810,6458,Directed,34299,,1
2997,6458,Directed,24207,,1
2086,6458,Directed,17847,,1
5292,6457,Directed,33140,,1
2740,6457,Directed,22494,,1
2825,6453,Directed,23124,,1
1773,6453,Directed,14871,,1
485,6453,Directed,5069,,1
6448,6449,Directed,35089,,1
4406,6448,Directed,30537,,1
3841,6448,Directed,28184,,1
6136,6448,Directed,21836,,1
3630,6448,Directed,7545,,1
1,6448,Directed,95,,1
5216,6447,Directed,32973,,1
3967,6447,Directed,28716,,1
3735,6447,Directed,23816,,1
1773,6445,Directed,14867,,1
6440,6192,Directed,19611,,1
6440,4292,Directed,19607,,1
6440,4318,Directed,19604,,1
6440,2869,Directed,19596,,1
6440,2354,Directed,19594,,1
6440,5760,Directed,19593,,1
6440,3640,Directed,19590,,1
6440,2107,Directed,19584,,1
1298,6440,Directed,11486,,1
1002,6440,Directed,9354,,1
178,6440,Directed,2084,,1
6439,4406,Directed,30039,,1
6136,6439,Directed,21784,,1
6435,4920,Directed,28361,,1
6435,4272,Directed,28357,,1
4717,6433,Directed,31566,,1
6136,6429,Directed,21828,,1
6428,5595,Directed,513,,1
6428,237,Directed,510,,1
6428,3936,Directed,509,,1
6428,1883,Directed,507,,1
5210,6422,Directed,32959,,1
3320,6422,Directed,25748,,1
3268,6422,Directed,25382,,1
1070,6422,Directed,9760,,1
3842,6422,Directed,6369,,1
458,6422,Directed,4811,,1
6419,5945,Directed,19841,,1
6419,5952,Directed,19840,,1
1773,6419,Directed,14860,,1
974,6419,Directed,9127,,1
5272,6412,Directed,33080,,1
1687,6412,Directed,14203,,1
5328,6411,Directed,33269,,1
1773,6411,Directed,15203,,1
2201,6411,Directed,8231,,1
6056,6410,Directed,34746,,1
581,6410,Directed,6050,,1
6399,6143,Directed,24096,,1
1265,6399,Directed,11263,,1
6077,6393,Directed,34810,,1
5945,6393,Directed,34570,,1
4191,6393,Directed,29638,,1
1773,6393,Directed,14849,,1
1229,6393,Directed,11127,,1
2831,6392,Directed,23200,,1
342,6389,Directed,17109,,1
2376,6383,Directed,19570,,1
581,6383,Directed,6022,,1
166,6383,Directed,1841,,1
2825,6382,Directed,23130,,1
485,6382,Directed,5049,,1
166,6382,Directed,1767,,1
4099,6379,Directed,29229,,1
1924,6378,Directed,16699,,1
3752,6376,Directed,27771,,1
1407,6376,Directed,12150,,1
2466,6375,Directed,20369,,1
5655,6374,Directed,34037,,1
4307,6374,Directed,30169,,1
3991,6374,Directed,28800,,1
3148,6374,Directed,24948,,1
4800,6374,Directed,24811,,1
2326,6374,Directed,19301,,1
2124,6374,Directed,18089,,1
1167,6370,Directed,1577,,1
6364,6077,Directed,26869,,1
6364,3373,Directed,26867,,1
2481,6364,Directed,20562,,1
6358,6233,Directed,28196,,1
6358,5179,Directed,28194,,1
6358,4698,Directed,28190,,1
2869,6358,Directed,23322,,1
2817,6358,Directed,23061,,1
2762,6358,Directed,22666,,1
2251,6358,Directed,18864,,1
2036,6358,Directed,17552,,1
1883,6358,Directed,16293,,1
4973,6358,Directed,14339,,1
1615,6358,Directed,13839,,1
1604,6358,Directed,13787,,1
1265,6358,Directed,11269,,1
927,6358,Directed,8733,,1
184,6358,Directed,2214,,1
5428,6343,Directed,33616,,1
3925,6343,Directed,28568,,1
3360,6343,Directed,25875,,1
2776,6343,Directed,22701,,1
1924,6343,Directed,16662,,1
1,6343,Directed,109,,1
4087,6332,Directed,29185,,1
1773,6332,Directed,14810,,1
1763,6331,Directed,14686,,1
6328,5945,Directed,20987,,1
1773,6328,Directed,14807,,1
2825,6327,Directed,23096,,1
2744,6327,Directed,22601,,1
1924,6327,Directed,16643,,1
5857,6311,Directed,34435,,1
1099,6308,Directed,9930,,1
1727,6305,Directed,34913,,1
2956,6305,Directed,24002,,1
1010,6305,Directed,9398,,1
768,6305,Directed,7424,,1
73,6305,Directed,708,,1
6301,5006,Directed,27344,,1
1773,6300,Directed,14794,,1
160,6300,Directed,1593,,1
1924,6291,Directed,16674,,1
581,6291,Directed,5921,,1
4029,6287,Directed,28953,,1
6136,6287,Directed,21761,,1
5337,6286,Directed,33307,,1
3967,6286,Directed,28713,,1
2161,6286,Directed,18269,,1
2014,6286,Directed,17275,,1
2015,6286,Directed,3627,,1
6,6286,Directed,38,,1
6192,6284,Directed,34909,,1
4995,6284,Directed,32475,,1
2134,6284,Directed,18163,,1
4098,6283,Directed,29221,,1
2845,6282,Directed,22927,,1
1883,6281,Directed,16318,,1
1773,6281,Directed,14779,,1
3732,6281,Directed,11854,,1
1229,6281,Directed,11106,,1
164,6281,Directed,1619,,1
6019,6275,Directed,34670,,1
1448,6275,Directed,12501,,1
3732,6275,Directed,11858,,1
2201,6275,Directed,8293,,1
543,6275,Directed,5539,,1
5927,6272,Directed,34534,,1
5412,6272,Directed,33552,,1
5321,6272,Directed,33250,,1
4514,6272,Directed,30901,,1
4486,6272,Directed,30843,,1
4482,6272,Directed,30824,,1
4378,6272,Directed,30469,,1
4174,6272,Directed,29556,,1
3743,6272,Directed,27732,,1
3103,6272,Directed,24767,,1
796,6272,Directed,7762,,1
650,6272,Directed,6535,,1
6135,6270,Directed,34864,,1
5852,6270,Directed,34427,,1
4798,6270,Directed,31755,,1
4597,6270,Directed,31132,,1
4549,6270,Directed,30979,,1
4232,6270,Directed,29904,,1
1914,6270,Directed,16451,,1
1882,6270,Directed,16206,,1
1604,6270,Directed,13786,,1
1268,6270,Directed,11308,,1
1205,6270,Directed,10979,,1
6225,6268,Directed,16353,,1
6267,3925,Directed,24445,,1
581,6267,Directed,5892,,1
3743,6264,Directed,27723,,1
2845,6260,Directed,22914,,1
3904,6260,Directed,19473,,1
24,6260,Directed,294,,1
4316,6255,Directed,30218,,1
1348,6255,Directed,11757,,1
4191,6241,Directed,29649,,1
2484,6241,Directed,20598,,1
1773,6241,Directed,14754,,1
2247,6238,Directed,30043,,1
2849,6238,Directed,23244,,1
1010,6238,Directed,9422,,1
6237,3421,Directed,34946,,1
6237,5519,Directed,34945,,1
4100,6237,Directed,29235,,1
3621,6237,Directed,27090,,1
1882,6237,Directed,16207,,1
1770,6237,Directed,14723,,1
1732,6237,Directed,14526,,1
6016,6234,Directed,34666,,1
5385,6234,Directed,33456,,1
4495,6234,Directed,30868,,1
2835,6234,Directed,23180,,1
2722,6234,Directed,22228,,1
2119,6234,Directed,18066,,1
539,6234,Directed,5522,,1
457,6234,Directed,4786,,1
2814,6233,Directed,23040,,1
6232,2229,Directed,34937,,1
1773,6232,Directed,14748,,1
6136,6231,Directed,21733,,1
1924,6231,Directed,16532,,1
1883,6231,Directed,16345,,1
6230,5982,Directed,34932,,1
1773,6228,Directed,14744,,1
4929,6227,Directed,32075,,1
3349,6226,Directed,25856,,1
6225,2277,Directed,16346,,1
149,6225,Directed,1482,,1
6224,5374,Directed,11144,,1
3991,6223,Directed,28789,,1
3599,6223,Directed,27017,,1
852,6223,Directed,8089,,1
506,6223,Directed,5312,,1
377,6223,Directed,4106,,1
112,6223,Directed,1099,,1
5402,6222,Directed,33524,,1
5301,6222,Directed,33170,,1
4406,6222,Directed,30536,,1
2376,6222,Directed,19568,,1
1593,6222,Directed,13526,,1
889,6222,Directed,8488,,1
5434,6214,Directed,33643,,1
2913,6214,Directed,28834,,1
4864,6214,Directed,24868,,1
2348,6214,Directed,19408,,1
1604,6212,Directed,13785,,1
581,6212,Directed,5835,,1
6211,1924,Directed,15802,,1
237,6211,Directed,2707,,1
5282,6208,Directed,26760,,1
3581,6208,Directed,5398,,1
4080,6205,Directed,29147,,1
4029,6201,Directed,28954,,1
581,6201,Directed,5817,,1
237,6197,Directed,2698,,1
5441,6193,Directed,33653,,1
5347,6193,Directed,33384,,1
3672,6193,Directed,27306,,1
1584,6193,Directed,21988,,1
2026,6193,Directed,17472,,1
1281,6193,Directed,11374,,1
5576,6192,Directed,33986,,1
3847,6192,Directed,28247,,1
3577,6192,Directed,26951,,1
933,6192,Directed,8833,,1
6191,3412,Directed,8834,,1
5428,6190,Directed,33620,,1
4076,6190,Directed,29121,,1
2354,6190,Directed,28474,,1
2963,6190,Directed,24050,,1
2923,6190,Directed,23716,,1
1924,6190,Directed,16577,,1
2285,6186,Directed,32670,,1
4917,6186,Directed,32055,,1
1770,6186,Directed,14722,,1
562,6186,Directed,5675,,1
4597,6184,Directed,31127,,1
1883,6182,Directed,16274,,1
6178,1407,Directed,6396,,1
6178,4029,Directed,6395,,1
6178,2661,Directed,6394,,1
6178,2740,Directed,6392,,1
6178,5367,Directed,6391,,1
6178,2513,Directed,6389,,1
466,6178,Directed,4868,,1
1738,6176,Directed,14555,,1
6175,2740,Directed,13113,,1
6175,4406,Directed,13112,,1
5322,6173,Directed,33254,,1
3351,6173,Directed,25862,,1
1773,6173,Directed,14912,,1
3965,6172,Directed,28706,,1
581,6171,Directed,6020,,1
6136,6167,Directed,21920,,1
5945,6163,Directed,34556,,1
6014,6162,Directed,34660,,1
581,6162,Directed,6008,,1
1773,6161,Directed,14991,,1
593,6154,Directed,34632,,1
5469,6154,Directed,33731,,1
4374,6154,Directed,30427,,1
1343,6154,Directed,11724,,1
6019,6147,Directed,34671,,1
4698,6147,Directed,31469,,1
4680,6147,Directed,31419,,1
3320,6147,Directed,25771,,1
2923,6147,Directed,23714,,1
2794,6147,Directed,22944,,1
1773,6147,Directed,14858,,1
643,6147,Directed,6488,,1
1773,6146,Directed,14989,,1
4191,6138,Directed,29655,,1
4076,6138,Directed,29133,,1
1836,6138,Directed,15861,,1
24,6138,Directed,332,,1
6136,5712,Directed,21934,,1
6136,4817,Directed,21932,,1
6136,3026,Directed,21927,,1
6136,4365,Directed,21926,,1
6136,3924,Directed,21923,,1
6136,3416,Directed,21919,,1
6136,3905,Directed,21915,,1
6136,6067,Directed,21913,,1
6136,2995,Directed,21911,,1
6136,5668,Directed,21910,,1
6136,221,Directed,21909,,1
6136,6105,Directed,21907,,1
6136,5647,Directed,21904,,1
6136,4321,Directed,21903,,1
6136,5642,Directed,21902,,1
6136,6130,Directed,21901,,1
6136,5207,Directed,21900,,1
6136,4313,Directed,21899,,1
6136,5635,Directed,21897,,1
6136,4757,Directed,21893,,1
6136,3874,Directed,21892,,1
6136,2960,Directed,21891,,1
6136,5184,Directed,21890,,1
6136,2952,Directed,21889,,1
6136,4154,Directed,21886,,1
6136,2944,Directed,21884,,1
6136,3855,Directed,21883,,1
6136,262,Directed,21882,,1
6136,6080,Directed,21880,,1
6136,5595,Directed,21878,,1
6136,3675,Directed,21873,,1
6136,5154,Directed,21872,,1
6136,5393,Directed,21871,,1
6136,4709,Directed,21869,,1
6136,5150,Directed,21868,,1
6136,5149,Directed,21867,,1
6136,5582,Directed,21866,,1
6136,5444,Directed,21861,,1
6136,3347,Directed,21860,,1
6136,4682,Directed,21859,,1
6136,6016,Directed,21854,,1
6136,4136,Directed,21853,,1
6136,5542,Directed,21850,,1
6136,5175,Directed,21848,,1
6136,5106,Directed,21846,,1
6136,4380,Directed,21845,,1
6136,3093,Directed,21844,,1
6136,2796,Directed,21839,,1
6136,5249,Directed,21834,,1
6136,5379,Directed,21831,,1
6136,3232,Directed,21827,,1
6136,5977,Directed,21825,,1
6136,5988,Directed,21821,,1
6136,2830,Directed,21820,,1
6136,5959,Directed,21818,,1
6136,2304,Directed,21817,,1
6136,4593,Directed,21813,,1
6136,5009,Directed,21809,,1
6136,4669,Directed,21807,,1
6136,5428,Directed,21806,,1
6136,5238,Directed,21804,,1
6136,4138,Directed,21803,,1
6136,3651,Directed,21798,,1
6136,5405,Directed,21797,,1
6136,3223,Directed,21796,,1
6136,3221,Directed,21795,,1
6136,4251,Directed,21789,,1
6136,3194,Directed,21786,,1
6136,4470,Directed,21781,,1
6136,4071,Directed,21780,,1
6136,5385,Directed,21777,,1
6136,5113,Directed,21776,,1
6136,4249,Directed,21775,,1
6136,1913,Directed,21769,,1
6136,3241,Directed,21767,,1
6136,5843,Directed,21766,,1
6136,4928,Directed,21764,,1
6136,3143,Directed,21762,,1
6136,4043,Directed,21760,,1
6136,3320,Directed,21758,,1
6136,3124,Directed,21757,,1
6136,3564,Directed,21752,,1
6136,4018,Directed,21750,,1
6136,4896,Directed,21748,,1
6136,2931,Directed,21744,,1
6136,4882,Directed,21743,,1
6136,3997,Directed,21742,,1
6136,2687,Directed,21738,,1
6136,4426,Directed,21737,,1
6136,3086,Directed,21735,,1
6136,3533,Directed,21734,,1
6136,4858,Directed,21732,,1
6136,4856,Directed,21731,,1
6136,3677,Directed,21730,,1
6136,3976,Directed,21729,,1
6136,4843,Directed,21725,,1
6136,3679,Directed,21716,,1
6136,3951,Directed,21715,,1
2634,6136,Directed,21439,,1
2592,6136,Directed,21268,,1
2579,6136,Directed,21147,,1
2552,6136,Directed,21020,,1
2549,6136,Directed,21002,,1
2531,6136,Directed,20903,,1
2522,6136,Directed,20795,,1
2519,6136,Directed,20787,,1
2495,6136,Directed,20660,,1
2491,6136,Directed,20640,,1
2484,6136,Directed,20602,,1
2470,6136,Directed,20412,,1
2398,6136,Directed,19728,,1
2394,6136,Directed,19716,,1
1840,6136,Directed,19176,,1
6127,6136,Directed,19109,,1
5081,6136,Directed,19095,,1
2221,6136,Directed,18742,,1
2203,6136,Directed,18594,,1
2175,6136,Directed,18380,,1
2173,6136,Directed,18373,,1
2143,6136,Directed,18189,,1
2019,6136,Directed,17336,,1
2003,6136,Directed,17195,,1
1921,6136,Directed,16488,,1
311,6136,Directed,16135,,1
1836,6136,Directed,15854,,1
1823,6136,Directed,15799,,1
1718,6136,Directed,14440,,1
3399,6136,Directed,14299,,1
2839,6136,Directed,13829,,1
1605,6136,Directed,13795,,1
1592,6136,Directed,13524,,1
1557,6136,Directed,13309,,1
1513,6136,Directed,13017,,1
1439,6136,Directed,12424,,1
1420,6136,Directed,12303,,1
1419,6136,Directed,12300,,1
1368,6136,Directed,11877,,1
1309,6136,Directed,11557,,1
1298,6136,Directed,11492,,1
1244,6136,Directed,11211,,1
1219,6136,Directed,11033,,1
1184,6136,Directed,10885,,1
1142,6136,Directed,10462,,1
1132,6136,Directed,10404,,1
1090,6136,Directed,9906,,1
1089,6136,Directed,9872,,1
1066,6136,Directed,9745,,1
1004,6136,Directed,9371,,1
981,6136,Directed,9161,,1
922,6136,Directed,8708,,1
907,6136,Directed,8600,,1
858,6136,Directed,8128,,1
843,6136,Directed,8061,,1
811,6136,Directed,7890,,1
733,6136,Directed,7167,,1
724,6136,Directed,7081,,1
658,6136,Directed,6564,,1
641,6136,Directed,6478,,1
585,6136,Directed,6099,,1
575,6136,Directed,5778,,1
564,6136,Directed,5691,,1
473,6136,Directed,4918,,1
5964,6136,Directed,4554,,1
1203,6136,Directed,4148,,1
379,6136,Directed,4113,,1
289,6136,Directed,3091,,1
287,6136,Directed,3086,,1
275,6136,Directed,3006,,1
251,6136,Directed,2843,,1
226,6136,Directed,2650,,1
178,6136,Directed,2096,,1
164,6136,Directed,1621,,1
137,6136,Directed,1335,,1
1150,6136,Directed,586,,1
46,6136,Directed,559,,1
37,6136,Directed,522,,1
18,6136,Directed,128,,1
104,6136,Directed,127,,1
4121,6135,Directed,29302,,1
3925,6135,Directed,28571,,1
2781,6135,Directed,22801,,1
4404,6131,Directed,30525,,1
2466,6131,Directed,20351,,1
5428,6130,Directed,33617,,1
2740,6130,Directed,22563,,1
1924,6130,Directed,16664,,1
1773,6130,Directed,15229,,1
4561,6128,Directed,31013,,1
6127,5830,Directed,19107,,1
1773,6127,Directed,15227,,1
281,6120,Directed,3051,,1
5294,6118,Directed,33157,,1
5292,6118,Directed,33134,,1
3209,6118,Directed,25130,,1
2609,6118,Directed,21342,,1
2492,6118,Directed,20648,,1
688,6118,Directed,6849,,1
5328,6113,Directed,33271,,1
2201,6113,Directed,8256,,1
768,6113,Directed,7427,,1
1924,6112,Directed,16718,,1
581,6112,Directed,6037,,1
5033,6107,Directed,32552,,1
3730,6107,Directed,27643,,1
3033,6107,Directed,24405,,1
2748,6107,Directed,22632,,1
2614,6107,Directed,21349,,1
2403,6107,Directed,19752,,1
832,6106,Directed,8030,,1
6103,4179,Directed,11005,,1
6103,4053,Directed,11002,,1
112,6103,Directed,1097,,1
2577,6099,Directed,21141,,1
5428,6091,Directed,33606,,1
2247,6091,Directed,30044,,1
2963,6091,Directed,24040,,1
2614,6091,Directed,21362,,1
2424,6091,Directed,19864,,1
1924,6091,Directed,16626,,1
643,6091,Directed,6487,,1
6090,3923,Directed,7259,,1
1382,6085,Directed,11930,,1
6084,4173,Directed,10324,,1
6084,4826,Directed,10323,,1
6084,2466,Directed,10322,,1
6084,4755,Directed,10321,,1
6084,2402,Directed,10317,,1
4698,6080,Directed,31468,,1
4406,6080,Directed,30538,,1
2722,6080,Directed,22224,,1
1883,6080,Directed,16315,,1
1773,6080,Directed,15018,,1
5945,6077,Directed,34569,,1
5872,6077,Directed,34463,,1
5744,6077,Directed,34154,,1
5639,6077,Directed,34025,,1
5542,6077,Directed,33857,,1
5367,6077,Directed,33442,,1
5206,6077,Directed,32948,,1
5154,6077,Directed,32846,,1
4839,6077,Directed,31847,,1
4786,6077,Directed,31730,,1
3855,6077,Directed,28274,,1
3746,6077,Directed,27744,,1
3443,6077,Directed,26390,,1
3440,6077,Directed,26382,,1
4510,6077,Directed,24651,,1
2138,6077,Directed,18168,,1
2019,6077,Directed,17339,,1
1996,6077,Directed,17172,,1
1883,6077,Directed,16322,,1
1773,6077,Directed,14981,,1
3769,6077,Directed,13151,,1
1488,6077,Directed,12871,,1
1426,6077,Directed,12332,,1
1394,6077,Directed,12022,,1
1125,6077,Directed,10366,,1
779,6077,Directed,7479,,1
605,6077,Directed,6225,,1
602,6077,Directed,6191,,1
387,6077,Directed,4163,,1
212,6077,Directed,2502,,1
124,6077,Directed,1189,,1
94,6077,Directed,997,,1
2481,6076,Directed,20538,,1
6075,5555,Directed,34798,,1
5759,6075,Directed,34184,,1
5001,6075,Directed,32483,,1
4894,6075,Directed,31990,,1
4822,6075,Directed,31817,,1
4313,6075,Directed,30200,,1
4151,6075,Directed,29468,,1
2179,6075,Directed,18399,,1
1812,6075,Directed,15689,,1
4967,6075,Directed,14139,,1
607,6075,Directed,6254,,1
300,6075,Directed,3155,,1
926,6075,Directed,1533,,1
4952,6073,Directed,33934,,1
3996,6073,Directed,29560,,1
2740,6073,Directed,22532,,1
2654,6073,Directed,21561,,1
6070,3286,Directed,5584,,1
6070,5576,Directed,5582,,1
6070,5657,Directed,5580,,1
6070,4324,Directed,5578,,1
6014,6067,Directed,34658,,1
2481,6067,Directed,20563,,1
6056,3813,Directed,34743,,1
6041,6056,Directed,34709,,1
5910,6056,Directed,34513,,1
5755,6056,Directed,34178,,1
4913,6056,Directed,32042,,1
4330,6056,Directed,30290,,1
4238,6056,Directed,29922,,1
4235,6056,Directed,29913,,1
4087,6056,Directed,29187,,1
3976,6056,Directed,28748,,1
3651,6056,Directed,27238,,1
3377,6056,Directed,25927,,1
3209,6056,Directed,25135,,1
2714,6056,Directed,22153,,1
2661,6056,Directed,21616,,1
2577,6056,Directed,21137,,1
2148,6056,Directed,18214,,1
2117,6056,Directed,18042,,1
2004,6056,Directed,17200,,1
1924,6056,Directed,16731,,1
1822,6056,Directed,15792,,1
1601,6056,Directed,13749,,1
1600,6056,Directed,13717,,1
2074,6056,Directed,12892,,1
1109,6056,Directed,10219,,1
1089,6056,Directed,9888,,1
607,6056,Directed,6246,,1
457,6056,Directed,4792,,1
3527,6056,Directed,2238,,1
3577,6052,Directed,26936,,1
2179,6052,Directed,18436,,1
777,6047,Directed,7452,,1
4191,6044,Directed,29639,,1
2466,6044,Directed,20389,,1
1773,6044,Directed,15180,,1
581,6044,Directed,5849,,1
2022,6041,Directed,17377,,1
1562,6041,Directed,13337,,1
3845,6040,Directed,28214,,1
4591,6029,Directed,31108,,1
4087,6029,Directed,29177,,1
3268,6029,Directed,25379,,1
1601,6029,Directed,13727,,1
1020,6029,Directed,9463,,1
3682,6028,Directed,27337,,1
3788,6025,Directed,27972,,1
178,6025,Directed,2113,,1
80,6025,Directed,754,,1
5506,6019,Directed,33797,,1
4528,6019,Directed,30925,,1
4406,6019,Directed,30547,,1
4170,6019,Directed,29523,,1
187,6019,Directed,26757,,1
2905,6019,Directed,23645,,1
2469,6019,Directed,20411,,1
1883,6019,Directed,16289,,1
1773,6019,Directed,15215,,1
1206,6019,Directed,10982,,1
2201,6019,Directed,8269,,1
428,6019,Directed,4464,,1
337,6019,Directed,3527,,1
39,6019,Directed,528,,1
1442,6017,Directed,12447,,1
6016,1941,Directed,34668,,1
5112,6016,Directed,32724,,1
4843,6016,Directed,31854,,1
4347,6016,Directed,30349,,1
3936,6016,Directed,28618,,1
3038,6016,Directed,24438,,1
3022,6016,Directed,24333,,1
2722,6016,Directed,22220,,1
485,6016,Directed,5048,,1
414,6016,Directed,4398,,1
237,6016,Directed,2716,,1
6014,4281,Directed,34662,,1
5700,6014,Directed,34093,,1
5637,6014,Directed,34024,,1
2247,6014,Directed,30049,,1
4191,6014,Directed,29646,,1
4123,6014,Directed,29314,,1
2354,6014,Directed,28478,,1
3626,6014,Directed,27130,,1
3533,6014,Directed,26779,,1
2886,6014,Directed,23452,,1
2138,6014,Directed,18174,,1
1519,6014,Directed,13040,,1
1475,6014,Directed,12700,,1
938,6014,Directed,8877,,1
641,6014,Directed,6482,,1
4528,6008,Directed,30928,,1
2378,6003,Directed,19614,,1
5428,6000,Directed,33615,,1
5051,6000,Directed,32614,,1
4698,6000,Directed,31471,,1
4269,6000,Directed,30052,,1
1924,6000,Directed,16723,,1
5998,5168,Directed,6414,,1
5893,5995,Directed,34494,,1
4553,5995,Directed,30984,,1
1854,5995,Directed,30395,,1
4244,5995,Directed,29980,,1
2936,5995,Directed,23860,,1
2651,5995,Directed,21548,,1
2337,5995,Directed,19354,,1
1706,5995,Directed,14358,,1
1106,5995,Directed,10184,,1
811,5995,Directed,7888,,1
592,5995,Directed,6133,,1
2022,5993,Directed,17371,,1
5118,5991,Directed,32734,,1
4128,5991,Directed,29764,,1
3307,5991,Directed,25695,,1
2683,5991,Directed,22006,,1
2405,5991,Directed,19777,,1
3092,5991,Directed,12925,,1
1883,5988,Directed,16231,,1
5986,2101,Directed,5107,,1
5986,2845,Directed,5104,,1
5986,5982,Directed,5102,,1
5986,3377,Directed,5101,,1
5986,3756,Directed,5100,,1
5986,4374,Directed,5098,,1
5986,5979,Directed,5097,,1
5986,2779,Directed,5096,,1
5986,502,Directed,5094,,1
186,5986,Directed,2233,,1
166,5986,Directed,1733,,1
4406,5985,Directed,30534,,1
3790,5985,Directed,27981,,1
2179,5985,Directed,18414,,1
1464,5985,Directed,12594,,1
3148,5983,Directed,24949,,1
4800,5983,Directed,24814,,1
1773,5983,Directed,15070,,1
3979,5982,Directed,34975,,1
5843,5982,Directed,34415,,1
3756,5982,Directed,27806,,1
3713,5982,Directed,27567,,1
2053,5982,Directed,12879,,1
1220,5982,Directed,7959,,1
256,5982,Directed,2871,,1
2628,5980,Directed,21416,,1
1842,5980,Directed,15877,,1
5969,5979,Directed,34612,,1
5234,5979,Directed,33018,,1
5197,5979,Directed,32931,,1
5184,5979,Directed,32908,,1
2548,5979,Directed,32746,,1
4863,5979,Directed,31915,,1
4764,5979,Directed,31677,,1
3991,5979,Directed,28786,,1
3801,5979,Directed,28008,,1
2932,5979,Directed,27663,,1
3179,5979,Directed,25015,,1
3053,5979,Directed,24524,,1
2925,5979,Directed,23733,,1
3762,5979,Directed,23380,,1
2857,5979,Directed,23276,,1
2806,5979,Directed,22992,,1
2794,5979,Directed,22945,,1
2781,5979,Directed,22829,,1
2779,5979,Directed,22748,,1
2740,5979,Directed,22490,,1
5122,5979,Directed,20923,,1
1495,5979,Directed,17775,,1
1924,5979,Directed,16508,,1
1883,5979,Directed,16268,,1
1702,5979,Directed,14319,,1
1475,5979,Directed,12706,,1
1442,5979,Directed,12453,,1
3732,5979,Directed,11857,,1
1142,5979,Directed,10482,,1
838,5979,Directed,8052,,1
485,5979,Directed,5072,,1
166,5979,Directed,1694,,1
5428,5977,Directed,33605,,1
952,5977,Directed,9013,,1
166,5977,Directed,1804,,1
2201,5975,Directed,8237,,1
5146,5972,Directed,32820,,1
2524,5972,Directed,20814,,1
2582,5970,Directed,21169,,1
5676,5969,Directed,34587,,1
5851,5969,Directed,34426,,1
3597,5969,Directed,33854,,1
5428,5969,Directed,33614,,1
5323,5969,Directed,33255,,1
5301,5969,Directed,33175,,1
4913,5969,Directed,32034,,1
4374,5969,Directed,30417,,1
4195,5969,Directed,29665,,1
3797,5969,Directed,27995,,1
3682,5969,Directed,27338,,1
3124,5969,Directed,24872,,1
2997,5969,Directed,24203,,1
2945,5969,Directed,23898,,1
2845,5969,Directed,22881,,1
2781,5969,Directed,22776,,1
2323,5969,Directed,19274,,1
2156,5969,Directed,18249,,1
1996,5969,Directed,17149,,1
1924,5969,Directed,16497,,1
1812,5969,Directed,15691,,1
1601,5969,Directed,13745,,1
3773,5969,Directed,13256,,1
1458,5969,Directed,12551,,1
1229,5969,Directed,11095,,1
1226,5969,Directed,11071,,1
938,5969,Directed,8862,,1
878,5969,Directed,8415,,1
24,5969,Directed,256,,1
4404,5967,Directed,30521,,1
1794,5967,Directed,15542,,1
1773,5959,Directed,15133,,1
2820,5956,Directed,23071,,1
1773,5956,Directed,14959,,1
1483,5956,Directed,12834,,1
5953,466,Directed,3968,,1
5953,5146,Directed,3967,,1
5953,2026,Directed,3965,,1
4698,5952,Directed,31466,,1
3705,5952,Directed,27445,,1
2284,5952,Directed,19084,,1
1437,5952,Directed,12416,,1
1386,5952,Directed,11966,,1
5951,4097,Directed,14263,,1
166,5951,Directed,1781,,1
4695,5946,Directed,31453,,1
914,5946,Directed,8638,,1
764,5946,Directed,7412,,1
166,5946,Directed,1777,,1
5945,3437,Directed,34559,,1
5515,5945,Directed,33826,,1
5329,5945,Directed,33275,,1
5162,5945,Directed,32865,,1
5154,5945,Directed,32845,,1
3168,5945,Directed,32727,,1
5106,5945,Directed,32716,,1
4839,5945,Directed,31848,,1
4786,5945,Directed,31729,,1
276,5945,Directed,31612,,1
4680,5945,Directed,31420,,1
4667,5945,Directed,31402,,1
4589,5945,Directed,31101,,1
1865,5945,Directed,30630,,1
4405,5945,Directed,30530,,1
4191,5945,Directed,29644,,1
4090,5945,Directed,29202,,1
3934,5945,Directed,28599,,1
3863,5945,Directed,28299,,1
3855,5945,Directed,28272,,1
3851,5945,Directed,28263,,1
3847,5945,Directed,28231,,1
3746,5945,Directed,27740,,1
3654,5945,Directed,27261,,1
3443,5945,Directed,26392,,1
3440,5945,Directed,26383,,1
4510,5945,Directed,24652,,1
3001,5945,Directed,24268,,1
2997,5945,Directed,24201,,1
2883,5945,Directed,23429,,1
2853,5945,Directed,23264,,1
2783,5945,Directed,22845,,1
2756,5945,Directed,22651,,1
2614,5945,Directed,21354,,1
2577,5945,Directed,21136,,1
2343,5945,Directed,19394,,1
2299,5945,Directed,19136,,1
2090,5945,Directed,17880,,1
1473,5945,Directed,16971,,1
1886,5945,Directed,16357,,1
4349,5945,Directed,15979,,1
1773,5945,Directed,15157,,1
1680,5945,Directed,14174,,1
1677,5945,Directed,14150,,1
1600,5945,Directed,13718,,1
1585,5945,Directed,13477,,1
1488,5945,Directed,12873,,1
173,5945,Directed,12520,,1
1382,5945,Directed,11940,,1
1327,5945,Directed,11625,,1
1272,5945,Directed,11321,,1
1255,5945,Directed,11245,,1
904,5945,Directed,8591,,1
779,5945,Directed,7476,,1
